No.	SKU	Barcode	Name	Brand	Quantity
1	422211640	8.93853E+12	Bông tẩy trang tròn Hotosu 150M	HOTOSU	10727
2	357100003	4.51357E+12	HATOMUGI Sữa Tắm Sáng Da Reihaku 800ml	HATOMUGI	6202
3	422207865	3.49932E+12	Cetaphil Gentle Skin Cleanser 125ml new	CETAPHIL	5377
4	205100137	6.92882E+12	L'Oreal Micellar Water REFRESHSING Even For Sensitive Skin 400ml	L'OREAL	5152
5	422208973	3.33788E+12	MB096222 CERAVE FOAMING CLEANSER 473ml (101167969)	CeraVe	4306
6	205100146	6.9024E+12	L'Oreal Micellar Water DEEP CLEANSING Even For Sensitive Skin 400ml	L'OREAL	3754
7	422208972	3.33788E+12	MB094622 CERAVE FOAMING CLEANSER 236ml (101167963)	CeraVe	3640
8	253900006	8.80958E+12	Skin1004 Madagascar Centella Air-Fit SunCream 50ml 	skin1004	3631
9	318900012	8.80912E+12	Klairs Supple Preparation Unscented Toner 180ml	Klairs	3421
10	243300007	8.69128E+12	Ipek - ‪IPEK Bông tẩy trang 150 miếng	IPEK IDROFIL PAMUK	3266
11	422204795	8.80942E+12	COSRX Low pH Good Morning Cleanser	COSRX	2870
12	422211239	8.85709E+12	Muối sữa spa ABonne 350g (Có vòi)	ABonne	2549
13	422208974	3.33788E+12	MB096124 CERAVE FOAMING CLEANSER 88ml (101167968)	CeraVe	2460
14	422211183	8.99499E+12	[NEW] NƯỚC TẨY TRANG GARNIER MCL SALICYLIC BHA 400 ml	GARNIER	2235
15	224100009	8.93501E+12	Hadalabo - SRM dưỡng ẩm Advanced Nourish -80g	HADALABO	2188
16	297700005	4.90187E+12	Anessa Perfect Uv Mild Milk 60ml 17853	ANESSA	2154
17	422206430	4.90998E+12	ANESSA 18523 PERFECT UV SUNSCREEN SKINCARE MILK N 60ml	ANESSA	2143
18	211300007	5.01145E+12	SIMPLE REFESHING FACIAL WASH 150ml	SIMPLE	2013
19	204900013	3.33788E+12	LA ROCHE-POSAY M9159120 Anthelios Xl SPF50+ Dry Touch Gel-Cream Anti-Shine 50ML	LA ROCHE-POSAY	1957
20	422212410	2E+12	[Gift] Sữa dưỡng thể Vaseline Gluta-Hya 70ml (mẫu ngẫu nhiên)	VASELINE	1849
21	308100015	8.93622E+12	Cocoon Dak Lak Coffee Body Polish 200ml	COCOON	1756
22	422204816	8.93503E+12	DR BW Damage Hair (Pink_Y19) 120ml	DOUBLE RICH	1701
23	327500002	8.93604E+12	Megaduo Gel 15g 	 Gamma Chemicals	1611
24	205100136	6.92882E+12	L'Oreal Micellar Water MOISTURIZING Even For Sensitive Skin 400ml	L'OREAL	1611
25	422210400	8.99499E+12	L'OREAL UV DEFD Shaka 50ml AS	L'OREAL	1504
26	249500007	8.93501E+12	sunplay Sữa chống nắng  (Skin Aqua-Clear White SPF50)  55g	sunplay	1487
27	422214304	8.93527E+12	[GIFT] BÔNG TẨY TRANG CALLA COTTON PAD (150 MIẾNG/TÚI) (ZVN01735)	L'OREAL	1430
28	100190059	3.33787E+12	LA ROCHE-POSAY Effaclar Gel Moussant Purifiant 50ml M9057420	LA ROCHE-POSAY	1430
29	422216765		[GIFT] KHÔNG BÁN LA ROCHE-POSAY MB164400 Thermal Spring Water Sensitive Skin 50g (Trắng) 3337875665582	LA ROCHE-POSAY	1412
30	422209322	3.49932E+12	Cetaphil Gentle Skin Cleanser 500ml New	CETAPHIL	1278
31	422205355		Cocoon Comno 2 Hũ Dak Lak Coffee Body Polish 200ml	COCOON	1228
32	222500003	8.80893E+12	BNBG - Vita Genic WHITENING Jelly Mask (Vàng) - 3	BNBG	1207
33	308100019	8.93622E+12	Cocoon Son Dưỡng Dầu Dừa 	COCOON	1089
34	422204904	6.9024E+12	GARNIER TAY TRANG SACH SAU OIL 400ML	GARNIER	1064
35	224200002	8.93501E+12	Selsun 1% Selenium Sulfide Anti-Dandruff Shampoo 100ml	SELSUN	1035
36	256700011	8.93609E+12	Milaganics Extra Virgin Coconut Oil Mascara  5ml	Milaganics	1023
37	422215645	8.80959E+12	Median Tartar Protection Toothpaste - White/ Trắng bạc 310051411	Median	1005
38	422208975	3.33788E+12	MB096020 CERAVE HYDRATING CLEANSER 473ml (101167967)	CeraVe	991
39	308500004	4.71154E+12	NARUKO Tea Tree Shine Control & Blemish clear Mask 	NARUKO	963
40	422204884		Cocoon Combo 2chai Nước Tẩy Trang Bí Đao 500ml	COCOON	961
41	422208181	8.93604E+12	Megaduo Plus Gel 15g	 Gamma Chemicals	950
42	422216741		[GIFT] KHÔNG BÁN ] LA ROCHE-POSAY MB148000 Hyalu B5 Serum 10ML 30165021	LA ROCHE-POSAY	948
43	100230069	4.90311E+12	Silcot Bông tẩy trang cơ bản (hộp xanh dương)-82 miếng	SILCOT	935
44	100220035	6.55439E+11	PAULA'S CHOICE Skin Perfecting 2% BHA 30ml [2016]	PAULA'S CHOICE	914
45	351700026	8.80942E+12	Huxley Scrub Mask : Sweet Therapy 30g (Minisize)	Huxley	908
46	422216766		[GIFT] KHÔNG BÁN LA ROCHE-POSAY  MINI MICELLAR WATER ULTRA OILY SKIN M3086401  50ml 3337872415821	LA ROCHE-POSAY	858
47	422206103	8.80976E+12	Foodaholic Retinol Anti Acnes Mask 23ml	Foodaholic 	853
48	422206248	8.71045E+12	SIMPLE gel rửa mặt cho da mụn nhạy cảm & không chứa xà phòng 150ml/6	SIMPLE	842
49	222500001	8.80893E+12	BNBG - Vita Genic LIFTING Jelly Mask (Đỏ) - 4	BNBG	842
50	205100010	6.9237E+12	(NGƯNG KD) L'Oreal Micellar Water REFRESHSING Even For Sensitive Skin 95ml	L'OREAL	841
51	422215572		[GIFT] ANESSA Brightening UV Sunscreen Gel N SPF50+ 15g	ANESSA	818
52	200900037		CETAPHIL Gentle Skin Cleanser 59ML	CETAPHIL	796
53	422212604		Sunplay Skin Aqua UV Body Lotion 15g	sunplay	741
54	301500004	8.93612E+12	Dung Dịch Vệ Sinh Phụ Nữ Lactacyd Ngày Dài Tươi Mát Tinh Chất Lá Trầu Không 150ml	LACTACYD	716
55	371600006	5.01237E+12	Serum Vitamin C Balance Active Formula Dưỡng Sáng Da, Mờ Thâm	BALANCE ACTIVE FORMULA	714
56	422208807	8.93527E+12	[MINI] L'OREAL REVITALIFT CRYSTAL MICELLAR 95ML	L'OREAL	712
57	249500013	8.93501E+12	sunplay Sữa chống nắng (Aqua-Clear White SPF50) 25g	sunplay	706
58	422211240	3.33788E+12	[NEW] MB497800 LA ROCHE POSAY RENO CICAPLAST BALM B5 40ML	LA ROCHE-POSAY	686
59	200400003	3.40135E+12	BIODERMA Nước tẩy trang Sensibio H2O ( hồng ) 500ml 	BIODERMA	682
60	422200306	4.89108E+12	Neutrogena Hydro Boost Water Gel 50g	Neutrogena	679
61	249500019	8.93501E+12	SUNPLAY Skin Aqua Tone Up UV Essence Lavander 50g	sunplay	678
62	422203301	8.93611E+12	Mihoo Bông Vuông Túi 240 miếng	MIHOO	677
63	422212100	8.80991E+12	Skin1004 Madagascar Centella Air-Fit SunCream 20ml	skin1004	672
64	204900056	3.33787E+12	LA ROCHE-POSAY M0715120 Effaclar Purifying Foaming Gel For Oily Sensitive Skin 400ml	LA ROCHE-POSAY	670
65	422210480	8.93527E+12	[MINI] G4264800 L'OREAL MCLR WTR HA 95ML (ZVN01497)	L'OREAL	668
66	217300001	8.93853E+12	JOMI - Bông tẩy trang Cotton Pad 120 miếng	JOMI	659
67	422209343	8.85193E+12	VASELINE Healthy white Sun + Pollution Protection 5in1 300ml (NEW)	VASELINE	651
68	100540031	3.0521E+11	Son dưỡng môi vaseline lip therapy rosy lips 7g	VASELINE	607
69	204900024	3.33787E+12	 LA ROCHE-POSAY M0000221 MICELLAR WATER ULTRA SENSETIVE 400ml 	LA ROCHE-POSAY	600
70	205100422	6.9024E+12	(NGƯNG KD) L'OREAL EX CLSN MCLR WTR OIL 95ML AS	L'OREAL	599
71	211300005	8.71256E+12	SIMPLE KIND TO SKIN Micellar Cleansing Water  200ml	SIMPLE	596
72	422208976	3.33788E+12	MB095921 CERAVE HYDRATING CLEANSER 88ml (101167966)	CeraVe	596
73	256700003	8.93609E+12	Milaganics bột đậu đỏ 100g	Milaganics	594
74	422208913	8.99499E+12	Garnier Bright Complete Anti-Acnes Booster Serum 30ml	GARNIER	593
75	249600008		KAI Dao cạo lông mày #00661 (1 cây)	KAI	587
76	422214838		[GIFT] LA ROCHE-POSAY Effaclar Gel Moussant Purifiant 50ml M9057420 (ko bán) 	LA ROCHE-POSAY	580
77	422202025	8.93622E+12	Cocoon Dak Lak Làm Sạch Da Chết Mặt 150ml	COCOON	574
78	422208977	3.33788E+12	MB094520 CERAVE HYDRATING CLEANSER 236ml (101167962)	CeraVe	571
79	231100005	8.80908E+12	Goodndoc Hydra B5 Serum 30ml 	Goodndoc	570
80	365000015	8.80935E+12	Foodaholic Mask 23g Vitamin C	Foodaholic 	568
81	422207866	3.49932E+12	Cetaphil Gentle Skin Cleanser 250ml new	CETAPHIL	566
82	422206101	8.80976E+12	Foodaholic Hyaluronic Acid Hydrating Mask 23ml	Foodaholic 	566
83	365000017	8.80935E+12	Foodaholic Mask 23g Vitamin E	Foodaholic 	564
84	422208983	3.33788E+12	MB096400 CERAVE MOISTURISING CREAM 50ml (101167971)	CeraVe	559
85	422216991		[GIFT] không bán La Roche Posay LocknLock cup 750ml BS	LA ROCHE-POSAY	558
86	365000019	8.80935E+12	Foodaholic Mask 23g Firming Collagen 	Foodaholic 	550
87	205100398	6.9237E+12	L'Oreal Micellar Water MOISTURIZING Even For Sensitive Skin 95ml	L'OREAL	546
88	422201800	8.93503E+12	Double Rich Nước dưỡng tóc cho tóc khô xơ & hư tổn 250ml	DOUBLE RICH	542
89	100150033	3.33788E+12	LA ROCHE-POSAY MB164400 Thermal Spring Water Sensitive Skin 50g (Trắng)	LA ROCHE-POSAY	539
90	208200001	8.85193E+12	VASELINE Healthy White instant fair 350ML (12)	VASELINE	539
91	422206100	8.80976E+12	Foodaholic Beta Arbutin Whitening Mask 23ml	Foodaholic 	534
92	422212331		Combo 2  Bông tẩy trang tròn Hotosu 150M	HOTOSU	524
93	422210261	9.55613E+12	VASELINE SDT Gluta-Hya Dưỡng Da Sáng Rạng Rỡ 330ML/12 Tuýp	VASELINE	518
94	422212333		Combo 5 - Bông tẩy trang tròn Hotosu 150M	HOTOSU	492
95	422204775	4.57124E+12	Nước Hoa Hồng Chiết Xuất Từ Lá Diếp Cá 500ml	CHINOSHIO	487
96	249500014	8.93501E+12	sunplay Sữa chống nắng Aqua Acne Clear Milk SPF50 25g	sunplay	485
97	422200355	4.80089E+12	DOVE Nữ Kem ngăn mùi VitaminB3 40ml/24 tuýp	DOVE	478
98	417000001	4.81305E+12	Tẩy Da Chết Toàn Thân Chiết Xuất Quế Hồi Và Café	Eksklyuziv Kosmetik	474
99	422209223	8.93527E+12	[MINI] GARNIER ANTI ACNE SERUM 7.5ML	GARNIER	471
100	224100008	8.93501E+12	Hadalabo - SRM dưỡng trắng Perfect White -80g	HADALABO	471
101	422215345	8.80951E+12	Jmsolution  Hyaluronic Ampoule Cleansing Water 500ml	JMsolution	469
102	200400004	3.40158E+12	Bioderma - Nước tẩy trang Sebium H2O (Xanh lá) 500ml	BIODERMA	461
103	204900004	3.33787E+12	LA ROCHE-POSAY M9054420 Gel rửa mặt Effaclar moussant 200mL	LA ROCHE-POSAY	454
104	422209420	8.93622E+12	Cocoon Winter Melon Suncreen 50ml	COCOON	445
105	204900025	3.33787E+12	 LA ROCHE-POSAY M2862420 Micellar Water Ultra Oil Skin 400ml 	LA ROCHE-POSAY	442
106	372000001	5.01131E+12	Eucryl Tooth Powder Freshmint	Eucryl	428
107	357100008	4.51357E+12	KEM DƯỠNG HATOMUGI MOISTURIZING CONDITIONING CREAM 300G	HATOMUGI	424
108	245500001	4.9017E+12	ROSETTE Gommage Gentle Peeling Gel 120g	ROSETTE	414
109	422204817	8.93503E+12	DR BW Extra Damage Hair (Gold_Y19) 120ml	DOUBLE RICH	407
110	422211978		Combo 2 Chai  Dung Dịch Tẩy Da Chết Paula’s Choice BHA 2% 30ml	PAULA'S CHOICE	406
111	422205648	6.9024E+12	[MINI] Maybelline Fit Me Matte + Poreless 5ml 	MAYBELLINE	405
112	422209262		Cocoon Combo Cafe Body + Cafe Mặt	COCOON	393
113	213300058	8.93468E+12	296007 Biore Miếng Dán Mũi Than Hoạt Tính (Đen)	Biore	392
114	422206102	8.80976E+12	Foodaholic Peptide Anti Wrinkle Mask 23ml	Foodaholic 	387
115	422201794	8.93503E+12	Double Rich Sữa tắm #Hoa IRis 550g	DOUBLE RICH	384
116	422204910	6.92882E+12	GARNIER TAY TRANG NHAY CAM PINK 400ML	GARNIER	370
117	422210339	8.93622E+12	Cocoon Nước Dưỡng Tóc Tinh Dầu Bưởi 140ml (Phiên Bản Nâng Cấp)	COCOON	354
118	422214044		Combo 2c Cocoon Winter Melon Suncreen 50ml	COCOON	353
119	422206577	8.93622E+12	Cocoon Cà phê Đắk Lắk làm sạch da chết cơ thể - Túi 600ml	COCOON	350
120	422206648	6.9237E+12	L'OREAL RV HA ACID MICELLAR WATER 400ML AS	L'OREAL	349
121	201100040	8.8094E+12	VAC- Cây nặn mụn vacosi	VACOSI	349
122	224100010	8.93501E+12	Hadalabo - SRM Pro Anti Aging -80g	HADALABO	348
123	365000018	8.80935E+12	Foodaholic Mask 23g Vitamin K	Foodaholic 	348
124	422200787	8.93484E+12	BCĐR P/S WHITE DETOX/48 CÂY	 P/S	339
125	422202349	8.99342E+12	Ellips Ủ Tóc Keratin 18G Phục Hồi	Ellips	338
126	222500004	8.80893E+12	BNBG - Vita Genic HYDRATING Jelly Mask (xanh dương) - 2	BNBG	337
127	422216614	2E+12	Gift - Lotion dưỡng thể Vaseline 100ml	VASELINE	335
128	422202350	8.99342E+12	Ellips Ủ Tóc Keratin 18G Óng Mượt	Ellips	335
129	422201504	8.93622E+12	Cocoon Nước Tẩy Trang Bí Đao 500ml	COCOON	331
130	372000002	5.01131E+12	Eucryl Tooth Paste Freshmint	Eucryl	331
131	422204259	6.9237E+12	REVITALIFT CRYSTAL MICELLAR 400ML	L'OREAL	326
132	422200305	8.85001E+12	Neutrogena Hydro Boost Water Gel 15g	Neutrogena	325
133	357100004	4.51357E+12	HATOMUGI Lotion Dưỡng Ẩm Reihaku 500ml	HATOMUGI	325
134	422213295		Combo Tsubaki  Premium Moist & Repair Shampoo 490ml + Premium Moist & Repair Conditioner 490ml	Tsubaki	319
135	365000013	8.80935E+12	Foodaholic Mask 23g Vitamin A	Foodaholic 	318
136	422209198	30159839	[MINI] MB096700 CERAVE HYDRATING CLEANSER 20ml 	CeraVe	313
137	422203510	4.51357E+12	Hatomugi Reihaku Facial Foam 130g	HATOMUGI	309
138	223600026	4.90998E+12	15288 SENKA ALL CLEAR WATER - Fresh Anti Shine 230ml - new	SENKA	305
139	200500293		Laneige 111989270 Lip Sleeping Mask [Berry] 3G	LANEIGE	303
140	421000002	3.29468E+12	Ceiba Bông Tẩy Trang 120pads	CEIBA	294
141	207500007		Combo Silcot 3 Hộp 82 Xanh Dương	SILCOT	280
142	293500043	3.40153E+12	SVR SEBIACLEAR Gel Moussant 55ml	SVR	279
143	100750038	8.4361E+12	BYPHASSE Nước tẩy trang - 500ML	BYPHASSE	277
144	365000014	8.80935E+12	Foodaholic Mask 23g Vitamin B	Foodaholic 	277
145	422209540	8.93854E+12	Dung dịch vệ sinh nam Elagent Men - Sanda Perfume (Đen)	Nerman	272
146	222500002	8.80893E+12	BNBG - Vita Genic RELAXING Jelly Mask (xanh lá) - 1	BNBG	270
147	422201799	8.93503E+12	Double Rich Gel tạo kiểu & giữ nếp mạnh Strong 250ml	DOUBLE RICH	269
148	371600007	5.01237E+12	Tinh Chất Cấp Nước, Dưỡng Ẩm Balance Active Formula Hyaluronic Deep Moisture Serum 30ml	BALANCE ACTIVE FORMULA	265
149	422216352	3.33788E+12	LA ROCHE POSAY EFFACLAR DUO+M 40ML MB579100	LA ROCHE-POSAY	260
150	365000016	8.80935E+12	Foodaholic Mask 23g Vitamin D	Foodaholic 	259
151	413600004	8.93484E+12	P/S KDR TR.RANG THAN H.TINH&TRE 36X230G	 P/S	259
152	422205467	8.93527E+12	[MINI] Garinier Micellar 50ml Màu Ngẫu Nhiên	GARNIER	258
153	422201797	8.93503E+12	Double Rich Keo tạo kiểu & giữ nếp mạnh Strong 170ml	DOUBLE RICH	257
154	365000012	8.80935E+12	Foodaholic Mask Lifting  23g #Bird's Nest 	Foodaholic 	253
155	422205037	8.80959E+12	Median Tartar Protection Toothpaste - Fresh Breath/ Đỏ 310051410	Median	252
156	422214164		[GIFT] LA ROCHE POSAY MINT TUMBER 700ml (không bán) 8935274664578	LA ROCHE-POSAY	250
157	422200254	4.90187E+12	Tsubaki Hair Milk 100ml (60077)	Tsubaki	249
158	422215456	8.0044E+12	Kem đánh răng Marvis Whitening Mint 85ml	MARVIS	244
159	422206431	4.90998E+12	ANESSA 18617 PERFECT UV SUNSCREEN SKINCARE MILK N 20ml	ANESSA	243
160	248700035	4.95581E+12	NARIS PARASOLA ILLUMI SKIN  UV ESSENCE GEL 	NARIS	243
161	422204231	5.01583E+12	Balance Active Formula Niacinamide 15% Blemish Recovery Serum 30ml	BALANCE ACTIVE FORMULA	242
162	422216354	3.33788E+12	LA ROCHE POSAY EFFACLAR DUO+M 7.5ML MB592400	LA ROCHE-POSAY	238
163	204900005	3.33787E+12	LA ROCHE-POSAY  M0365802 MINI MICELLAR WATER ULTRA SENSITIVE SKIN - 50ML	LA ROCHE-POSAY	237
164	422206646	8.99499E+12	L'OREAL GLYCO BRIT SERUM 30ML AS	L'OREAL	237
165	422206346	8.85884E+12	My Everyday Mascara 5.5g	BROWIT	236
166	422216773	8.80984E+12	IF. (Global)GT Seed Serum 10ml*1EA(s(23	Innisfree	235
167	422203182	8.80893E+12	BNBG Vita Tea Tree Mask 30ml	BNBG	232
168	252500004	8.93603E+12	Cleo Kem tẩy lông da nhạy cảm 50g - New	Cleo	227
169	422204717		KDR Aquafresh Extreme Clean Whitening Action 158.7 gr	Aquafresh	221
170	242300001	3.61482E+12	ETIAXIL Detranspirant Traitement Roll-On 15ml -Peaux Sensibles (Nhãn Xanh Lá)	ETIAXIL	220
171	422209197	30157392	[MINI] MB096900 CERAVE MOISTURIZING LOTION 20ml 	CeraVe	218
172	422215617		 Hadalabo SRM Advanced Nourish 15g	HADALABO	217
173	422200152	6.9237E+12	OAP RV DERMA HA SEUM 30ML EBT	L'OREAL	213
174	422210803	6.90209E+12	DOVE Tẩy Da Chết Dưỡng Ẩm Toàn Thân Hương Lựu Đỏ 298g/6 hũ	DOVE	211
175	422216006		[COMBO]  L'OREAL MCLR WTR HA 95ML (ZVN01497) + CALLA COTTON PAD (150 MIẾNG/TÚI) (ZVN01735)	L'OREAL	211
176	422216768		[COMBO] 2  SERUM LA ROCHE-POSAY MB148000 Hyalu B5 Serum 10MLx2 ( KHÔNG BÁN)	LA ROCHE-POSAY	210
177	100150058	3.7601E+12	XỊT KHOÁNG EVOLUDERM 400ML	EVOLUDERM	209
178	206200005	4.00581E+12	98412 SDT DT BAN DEM 350ML	NIVEA	208
179	365000011	8.80935E+12	Foodaholic Mask 23g Soothing # Black Pearl	Foodaholic 	208
180	422208815	8.85193E+12	VASELINE tinh chất dưỡng thể sáng da nâng tông 300ml/12tuýp	VASELINE	208
181	213300029	8.85182E+12	609999 BIORE  UV ANTI POLLUTION Body Care Serum REFRESH BRIGHT SPF50PA+++ 150ml	Biore	207
182	422200002	8.80965E+12	Sur.Medic+ Bright Glutathione Mask 30g	Sur.Medic+	205
183	422211619	8.93527E+12	[MINI] GARNIER G4454300 MCLR SALIC Blue 125ml PLV (XVN00284) 	GARNIER	203
184	422204906	8.99499E+12	GARNIER TAY TRANG SANG DA VITC 400ML	GARNIER	200
185	308500018	4.71154E+12	NARUKO Narcissus Repairing Mask 	NARUKO	197
186	201100257	8.8094E+12	#NAME?	VACOSI	197
187	422200357	4.80089E+12	DOVE Nữ Kem ngăn mùi VitaminE 40ml/24 tuýp	DOVE	194
188	308500013	4.71154E+12	NARUKO Rose & BOTANIC HA Aqua Cubic Hydrating Mask EX 	NARUKO	190
189	249500021	8.93501E+12	SUNPLAY Skin Aqua Tone Up UV Milk 50g	sunplay	186
190	422200632	3.40138E+12	SVR SEBIACLEAR Gel Moussant 400ml	SVR	186
191	253900004	8.80958E+12	Skin1004 Madagascar Centella Asiatica Ampoule 55ml	skin1004	185
192	422210751	30159952	[MINI] MB096802 CERAVE FOAMING CLEANSER 20ml	CeraVe	184
193	422205803	8.80617E+12	Nature Republic Real Nature Avocado Mask Sheet 23ml	NATURE REPUBLIC	182
194	422211219	8.93855E+12	Bông tẩy trang Hotosu Embossed Cotton Puffs	HOTOSU	179
195	304300001	4.71975E+12	Derma Angel miếng dán trị mụn Acne Patch for Day & Night	Derma Angel	179
196	318100027	8.93607E+12	Mira Bấm mi tiện lợi -B616 	Mira	178
197	422202330	8.99342E+12	Ellips Dưỡng Tóc 6'S Óng Mượt Vỉ 6 viên	Ellips	175
198	100770042	6.97076E+12	VACOSI  CỌ L01  - LIP	VACOSI	175
199	422212061		[COMBO] 2 BÔNG TẨY TRANG HOTOSU EMBOSSED COTTON PUFFS 80mX2	Hasaki garment	174
200	100830001	8.93527E+12	(BM) MBL NUOC TAY TRANG MAT MOI 40ML	MAYBELLINE	166
201	422215074	2E+12	Lifebuoy Sữa tắm Lifebuoy 200g (mẫu ngẫu nhiên)	LIFEBUOY	165
202	365000020	8.80935E+12	Foodaholic Mask 23g Brightening Diamond	Foodaholic 	165
203	422205036	8.8064E+12	Median Tartar Protection Toothpaste - Original/ Xanh dương 310051409	Median	164
204	422204953	8.93527E+12	LC Night Cream 18ML EBT	GARNIER	162
205	422202331	8.99342E+12	Ellips Dưỡng Tóc 6'S Phục Hồi  Vỉ 6 viên	Ellips	162
206	256700017	8.93609E+12	Milaganics EYELASHES CROWTH SERUM MASCARA- serum dưỡng dài mi 5ml	Milaganics	161
207	234300007	8.80947E+12	Mediheal Collagen Impact Essential Mask	Mediheal	161
208	422200036	8.85001E+12	Neutrogena Facial Cleanser Deep Clean 150ml	Neutrogena	161
209	422202038	8.93487E+12	LIFEBUOY DD D.KHUAN BVVT10 60X50ML	LIFEBUOY	160
210	308500009	4.71154E+12	NARUKO Raw Job’s Tears Supercritical CO2 Pore Minimizing & Brightening Mask 	NARUKO	157
211	249600045	4.90133E+12	Set 2 dao cạo vùng Bikini	KAI	157
212	222500005	8.80893E+12	BNBG Mặt Nạ Giấy Vita Cocktail #Age (màu vàng)	BNBG	157
213	422205805	8.80617E+12	Nature Republic Real Nature Aloe Mask Sheet 23ml	NATURE REPUBLIC	156
214	204900089	3.33788E+12	 LA ROCHE-POSAY MB049200 Hyalu B5 Serum 30ml	LA ROCHE-POSAY	156
215	422209539	8.93854E+12	Dung dịch vệ sinh Elegant Men - Sauvage Perfume (Trắng)	Nerman	156
216	222500007	8.80893E+12	BNBG Mặt Nạ Giấy Vita Cocktail #Aqua (màu xanh)	BNBG	154
217	213300030	8.85182E+12	605428 BIORE UV ANTI POLLUTION Body Care Serum REFRESH BRIGHT SPF50PA+++ 50ml	Biore	154
218	206700001	8.80941E+12	PUREDERM DEEP PURIFYONG BLACK O2 BUBBLE MASK CHARCOAL 20G	PUREDERM	154
219	422214347	8.80616E+12	Kem che khuyết điểm The Saem Cover Perfection Tip Concealer 1.5 Natural Beige (6.5g)	THE SAEM	153
220	249500011	8.93501E+12	sunplay Sữa chống nắng (Super Block SPF81) 70g	sunplay	152
221	422215652	8.93855E+12	[GIFT] Bột đậu đỏ 100g	Eksklyuziv Kosmetik	149
222	223600035	4.90998E+12	15021 SENKA ALL CLEAR WATER MICELLAR FOMULAR WHITE 230ml 	SENKA	148
223	249500001	8.93501E+12	Sunplay Sữa chống nắng  (Super Block SPF81) 30g	sunplay	147
224	422201801	8.93503E+12	Double Rich Nước dưỡng tóc cho tóc nhuộm 250ml	DOUBLE RICH	147
225	413800005	8.93484E+12	CLOSE UP BAN CHAI PRECISION 48X1PC	 CLOSE UP 	146
226	422216473		[GIFT] Listerine Túi Tote (không bán) 	Listerine	146
227	422215455	8.0044E+12	Kem đánh răng Marvis Smokers Whitening Mint 85ml	MARVIS	145
228	422212249	8.93622E+12	Cocoon Nước Dưỡng Tóc Tinh Dầu Bưởi 310ml	COCOON	143
229	422204429	8.93487E+12	LIFEBUOY NRT BAC BAO VE 36X180G	LIFEBUOY	143
230	211300008	5.01145E+12	SIMPLE MOISTURISING FACIAL WASH 150ml	SIMPLE	143
231	237800005	8.93611E+12	Mihoo Cotton Pads 200 miếng ( Nàng Tiên Cá )	MIHOO	142
232	213300057	8.93468E+12	608013 Biore Miếng Lột Mụn Anh Đào	Biore	142
233	422205811	8.80617E+12	Nature Republic Real Nature Green Tea Mask Sheet 23ml	NATURE REPUBLIC	142
234	422203302	8.93611E+12	Mihoo Bông Tròn Túi 210 miếng	MIHOO	142
235	422211776	8.93609E+12	Stop & Stare BODYMISS 35ml (Best)	Bodymiss	142
236	422213292	8.80984E+12	innisfree No-Sebum Mineral Powder 5g new	Innisfree	140
237	422205039	8.80959E+12	Median Tartar Protection Toothpaste - Gum/ Xanh ngọc 310051412	Median	140
238	422202334	8.99342E+12	Ellips Dưỡng Tóc Keratin 6'S Phục Hồi  Vỉ 6 viên	Ellips	138
239	298300005	8.85182E+12	Băng Vệ Sinh Laurier Siêu Mỏng Có Cánh(20 Miếng)755273	Laurier	138
240	422208769	8.93604E+12	Derma Forte Advanced Gel (tazarotene)/Tuýt 15g 	Alcom Pharma	138
241	308500015	4.71154E+12	NARUKO  Taiwan Magnolia Brightening and Firming Mask EX	NARUKO	136
242	422200236	8.43702E+12	MARTIDERM THE ORIGINALS PROTEOS SCREEN SPF50+ FLUID CREAM	MARTIDERM	136
243	422201798	8.93503E+12	Double Rich Gel tạo kiểu & giữ nếp tự nhiên Soft 250ml	DOUBLE RICH	135
244	232100001	4.51141E+12	DHC Son dưỡng Lip Cream 1.5g	DHC	135
245	207500001		COMBO 2 HỘP Silcot Bông tẩy trang cơ bản (hộp xanh dương -1 Hộp 82 miếng)	SILCOT	135
246	100760008	8.93601E+12	Giấy thấm dầu Mayan (100 tờ / gói)	Mayan	134
247	413800001	8.93484E+12	CLOSE UP KDR KIM CUONG P0118 36X100G	 CLOSE UP 	133
248	422216519	8.93527E+12	[GIFT] L'OREAL TUI IT'S NOT MAGIC IT'S SCIENCE 1 ZVN01765	L'OREAL	133
249	206400019	4.90243E+12	Olay White Radiance Night Cream 50g 	OLAY	133
250	422201793	8.93503E+12	Sữa tắm DR Hoa Anh Đào 550g	DOUBLE RICH	132
251	100230072	8.93853E+12	Bông tẩy trang Jomi 80 miếng/Túi	JOMI	131
252	213300025	8.85182E+12	604555 BIORE  UV ANTI POLLUTION Body Care Serum intensive WHITE SPF50PA+++ 150ml	Biore	131
253	232100055	4.51141E+12	DHC Viên Uống Vitamin C 30 Ngày	DHC	131
254	226200009	8.93501E+12	Acnes Oil Cleanser 100g	Acnes	128
255	318900005	8.80957E+12	Klairs Midnight Blue Calming Cream 60ml	Klairs	128
256	206500009	12044015605	Sáp khử mùi  Old Spice Fiji 73g	Old Spice	127
257	318300003	8.93607E+12	Suri Chì mày dạng xé  Eyebrow Pencil #102 Brown - E271	Suri	127
258	422205810	8.80617E+12	Nature Republic Real Nature Tea Tree Mask Sheet 23ml	NATURE REPUBLIC	127
259	249500026	8.93501E+12	Sunplay Skin Aqua UV Body Whitening Lotion SPF 50+ PA++++ (150g)	sunplay	126
